uninumbr,namefull,namebr,addresbr,citybr,stalpbr,zipbr,cntynamb,asset,depdom,depsumbr,bkclass,bkmo,brnum,brsertyp,cert,charter,clcode,regagnt,specdesc
494880,The Piedmont Bank,Old Peachtree Road Office Branch,"1035 Old Peachtree Road, Nw",Lawrenceville,GA,30043,Gwinnett,597674,502023,61865,NM,0,1,11,58374,State,21,FDIC,Commercial Lending
568190,The Piedmont Bank,Dunwoody Branch,1725 Mount Vernon Road,Dunwoody,GA,30338,DeKalb,597674,502023,99940,NM,0,3,11,58374,State,21,FDIC,Commercial Lending
499502,The Piedmont Bank,Lawrenceville Branch,185 Gwinnett Drive,Lawrenceville,GA,30046,Gwinnett,597674,502023,115334,NM,0,2,11,58374,State,21,FDIC,Commercial Lending
448818,The Piedmont Bank,The Piedmont Bank,5100 Peachtree Parkway,Norcross,GA,30092,Gwinnett,597674,502023,224883,NM,1,0,11,58374,State,21,FDIC,Commercial Lending
451152,Embassy National Bank,Embassy National Bank,1817 North Brown Road,Lawrenceville,GA,30043,Gwinnett,116408,102631,102631,N,1,0,11,58413,Fed,3,OCC,Commercial Lending
455363,Georgia Primary Bank,Georgia Primary Bank,"3880 Roswell Road, Ne",Atlanta,GA,30342,Fulton,175121,150002,150002,NM,1,0,11,58523,State,21,FDIC,Commercial Lending
455603,Vinings Bank,Vinings Bank,4135 Atlanta Road,Smyrna,GA,30080,Cobb,284537,234079,234079,NM,1,0,11,58533,State,21,FDIC,Commercial Lending
457849,State Bank of Georgia,State Bank Of Georgia,131 Gingercake Road,Fayetteville,GA,30214,Fayette,90053,72757,72757,NM,1,0,11,58599,State,21,FDIC,Commercial Lending
461767,NOA Bank,Noa Bank,2385 Pleasant Hill Road,Duluth,GA,30096,Gwinnett,311498,260588,159298,NM,1,0,11,58657,State,21,FDIC,Commercial Lending
557111,NOA Bank,Johns Creek Branch,5805-A State Bridge Road,Johns Creek,GA,30097,Fulton,311498,260588,31738,NM,0,2,11,58657,State,21,FDIC,Commercial Lending
510138,NOA Bank,Doraville Branch,5938 Buford Highway,Doraville,GA,30340,DeKalb,311498,260588,69553,NM,0,1,11,58657,State,21,FDIC,Commercial Lending
462873,Touchmark National Bank,Touchmark National Bank,3651 Old Milton Parkway,Alpharetta,GA,30005,Fulton,314030,270559,270559,N,1,0,11,58687,Fed,3,OCC,Commercial Lending
463368,First Landmark Bank,First Landmark Bank,307 North Marietta Parkway,Marietta,GA,30060,Cobb,545511,443089,228574,NM,1,0,11,58705,State,21,FDIC,Commercial Lending
556601,First Landmark Bank,Bank Of Sandy Springs Branch,6000 Sandy Springs Circle,Sandy Springs,GA,30328,Fulton,545511,443089,45576,NM,0,2,11,58705,State,21,FDIC,Commercial Lending
365953,First Landmark Bank,Midtown Bank Branch,712 West Peachtree Street,Atlanta,GA,30308,Fulton,545511,443089,168939,NM,0,1,11,58705,State,21,FDIC,Commercial Lending
582124,Resurgens Bank,Decatur Branch,"315 West Ponce De Leon Avenue, Ste 110",Decatur,GA,30030,DeKalb,163313,133619,19855,NM,0,1,11,58750,State,21,FDIC,Commercial Lending
466527,Resurgens Bank,Resurgens Bank,3953 Lavista Road,Tucker,GA,30084,DeKalb,163313,133619,113765,NM,1,0,11,58750,State,21,FDIC,Commercial Lending
018316,"Atlantic Trust Company, National Association","Atlantic Trust Company, National Association",3290 Northside Parkway,Atlanta,GA,30327,Fulton,207791,503,503,N,1,0,11,91325,Fed,3,OCC,Other < $1 Billion
